CRN,Course,Title,Distribution,Time,Professor1,Professor2,Location,Day
11638,SPAN 272 - 01,Cultures of Spain,LL,11:10 am - 12:20 pm,Carlos Ramos,,None,TF
14128,SPAN 308 - 01,Masculinities Med/Ren Spain,LL,02:50 pm - 04:00 pm,Carlos Vega,,None,TF
14059,SPAN 309 - 01,Sem: Cuban Lit and Cul,LL,02:15 pm - 04:45 pm,Koichi Hagimoto,,None,W
14060,SPAN 323 - 01,Sem: Modern Mexico,LL,01:30 pm - 04:00 pm,Nancy Hall,,None,R
14061,SPAN 327 - 01,Sem:Latin Amer. Women Writers,LL,01:30 pm - 04:00 pm,Marjorie Agosin,,None,M
14051,SUST 201 - 01,Introduction to Sustainability,None,03:30 pm - 06:30 pm,James Turner,,None,W
11408,SWA 101 - 01,Elementary Swahili,None,11:10 am - 12:20 pm,Geofred Osoro,,None,MWR
12820,SWA 201 - 01,Intermediate Swahili I,None,11:10 am - 12:20 pm,Geofred Osoro,,None,MWR
13748,THST 101 - 01,FYS: Can We Have An Argument?,ARS,01:30 pm - 04:00 pm,Diego Arciniegas,,None,M
13747,THST 106 - 01,Speaking Truth,ARS,02:15 pm - 04:45 pm,Lois Roach,,None,W
14050,THST 200 - 01,Trailblazing Women of Am. Com.,ARS,09:50 am - 12:20 pm,Marta Rainer,,None,T
12748,THST 203 - 01,"Plays, Production, Performance",ARS,04:10 pm - 05:20 pm,Nora Hussey,,None,MR
11410,THST 204 - 01,Introduction to Acting,ARS,09:50 am - 12:20 pm,Diego Arciniegas,,None,M
13293,THST 207 - 01,Stagecraft for Performance,ARS,09:50 am - 12:20 pm,David Towlun,,None,R
11276,THST 209 - 01,Intro to Art of Scenic Design,ARS,01:30 pm - 04:00 pm,Jane Howland,,None,T
13325,THST 212 - 01,"Women, Center Stage",ARS,09:50 am - 12:20 pm,Melinda Lopez,,None,F
14126,THST 214 - 01,Voice and Movement for Actors,ARS,02:50 pm - 04:00 pm,Marta Rainer,,None,F
11275,THST 221 - 01,The Art of Playwriting,ARS,09:50 am - 12:20 pm,Lois Roach,,None,W
14162,THST 251 - 01,Jpn Writers&Their Worlds(Eng),LL,09:50 am - 11:00 am,Carolyn Morley,,None,TF
14129,THST 351 - 01,Sem:Theaters of Japan (Eng),"ARS, LL",02:15 pm - 04:45 pm,Carolyn Morley,,None,W
14130,THST 355 - 01,JpnWriters&Their Worlds ,LL,09:50 am - 12:20 pm; 09:50 am - 11:00 am,Carolyn Morley,,None,T; F
11394,WGST 120 - 01,Intro to Women's & Gender Stud,"LL, SBA",11:10 am - 12:20 pm,Irene Mata,,None,TF
11395,WGST 120 - 02,Intro to Women's & Gender Stud,"LL, SBA",01:30 pm - 02:40 pm,Shannon Weber,,None,TF
13365,WGST 150 - 01,Health and Society,SBA,08:30 am - 09:40 am,Charlene Galarneau,,None,TF
13839,WGST 208 - 01,LGBTQ Queer Cultures ,SBA,02:50 pm - 04:00 pm,Shannon Weber,,None,TF
13749,WGST 212 - 01,Feminist Bioethics,REP,11:10 am - 12:20 pm,Charlene Galarneau,,None,TF
14047,WGST 217 - 01,Growing Up Gendered,SBA,01:30 pm - 04:00 pm,Nancy Marshall,,None,R
14048,WGST 223 - 01,Gendering the Bronze Screen,ARS,02:15 pm - 04:45 pm,Irene Mata,,None,W
14215,WGST 225 - 01,Politics and Sexuality,SBA,09:50 am - 11:00 am,None,,None,MR
14049,WGST 305 - 01,"Sem:Rep of Women,Natives&Othrs","ARS, LL",01:30 pm - 04:00 pm,Elena Creef,,None,T
12821,WGST 310 - 01,Health Activism,HS,01:30 pm - 04:00 pm,Susan Reverby,,None,M
14216,WGST 324 - 01,"Sem:Hist,Mem&Wom's Life Writ",EC,09:50 am - 12:20 pm,None,,None,W
13802,WRIT 101 - 01,ANTH 114 Med Messages I,"SBA, W",01:30 pm - 02:40 pm,Justin Armstrong,,None,MR
12309,WRIT 105 - 01,ENG120 Critical Interpretation,"LL, W",09:50 am - 11:00 am; 12:30 pm - 01:20 pm,Margery Sabin,,None,TF; T
12316,WRIT 105 - 02,ENG120 Critical Interpretation,"LL, W",02:50 pm - 04:00 pm; 02:15 pm - 03:25 pm,Timothy Peltason,,None,MR; W
14131,WRIT 106 - 01,Narrative Theory,W,01:30 pm - 02:40 pm,Yoon Lee,,None,TF
14132,WRIT 107 - 01,ARTH 100 Intro Art & Histories,"ARS, W",02:50 pm - 04:00 pm; 02:15 pm - 03:25 pm,Barbara Lynn-Davis,,None,TF; W
14133,WRIT 110 - 01,WGST108 Soc Constr of Gender,"SBA, W",11:10 am - 01:20 pm; 11:10 am - 12:20 pm,Nancy Marshall,,None,M; R
13383,WRIT 121 - 01,Almost Touching the Skies,W,11:10 am - 12:20 pm,Heather Bryant,,None,TF
13397,WRIT 121 - 02,Almost Touching the Skies,W,01:30 pm - 02:40 pm,Heather Bryant,,None,TF
13851,WRIT 127 - 01,Writing for Change,W,08:30 am - 09:40 am,Erin Battat,,None,TF
14142,WRIT 127 - 02,Writing for Change,W,09:50 am - 11:00 am,Erin Battat,,None,TF
14134,WRIT 135 - 01,Age of the Anti-Hero,W,11:10 am - 12:20 pm,Octavio Gonzalez,,None,MR
14135,WRIT 140 - 01,Romantic Comedy,W,04:10 pm - 05:20 pm,Vernon Shetley,,None,MR
13807,WRIT 157 - 01,What Music Makes Us Feel,W,09:50 am - 11:00 am,Jenny Johnson,,None,MR
12320,WRIT 160 - 01,Magic of Everyday Life,W,02:50 pm - 04:00 pm,Justin Armstrong,,None,MR
14136,WRIT 164 - 01,Supreme Court Shapes America,W,08:30 am - 09:40 am,Lynne Viti,,None,TF
14137,WRIT 166 - 01,"Freedom, Technology & the Law",W,11:10 am - 12:20 pm,Lynne Viti,,None,TF
13760,WRIT 167 - 01,Saints and Sinners,W,09:50 am - 11:00 am,Valerie Ramseyer,,None,MR
14224,WRIT 173 - 01,Perspectives on Food Systems,W,09:50 am - 11:00 am,Katherine Goodall,,None,TF
14138,WRIT 177 - 01,Physical Activity & Cognition,W,01:30 pm - 02:40 pm; 11:10 am - 12:20 pm,Jeannine Johnson,; Connie Bauman,None,MR; W
14139,WRIT 181 - 01,Adaptation in Performing Arts,W,01:30 pm - 02:40 pm,Marta Rainer,,None,TF
14209,WRIT 182 - 01,South Asia in Performance,W,11:10 am - 12:20 pm,Anjali Prabhu,,None,MR
14140,WRIT 183 - 01,"Love, Lovers, and Literature",W,02:50 pm - 04:00 pm,Cord Whitaker,,None,MR
14141,WRIT 201 - 01,Intensive Writing Workshop,None,02:50 pm - 04:00 pm,Heather Bryant,,None,TF
12818,WRIT 307 - 01,Learning by Giving,SBA,11:10 am - 12:20 pm,Lee Cuba,; Anne Brubaker,None,TF
